age,income,expenses,risk,timeline,goal,savings_rate,portfolio
31,97226,107715,1,29,0,-0.10788266513072635,conservative
37,166355,71102,4,7,0,0.5725887409455682,balanced
63,148672,99321,3,23,0,0.3319454907447266,conservative
62,174551,38690,2,17,0,0.778345583812181,conservative
40,156805,147133,4,26,1,0.06168170657823411,aggressive
34,44482,145561,2,2,0,-2.2723573580324627,conservative
22,121452,105616,1,25,1,0.13038896024766986,conservative
57,189835,120365,4,26,0,0.36594937709063136,aggressive
53,54935,52227,1,13,1,0.04929462091562756,conservative
60,130131,149601,1,27,0,-0.14961846139659266,conservative
45,182087,15313,1,28,1,0.9159028376545277,conservative
29,197057,54119,4,12,1,0.7253637272464313,aggressive
47,131223,66128,4,12,1,0.4960639522035009,aggressive
63,186288,90567,3,29,1,0.51383341922185,conservative
29,50494,125778,1,23,0,-1.4909494197330375,conservative
26,138695,48276,4,24,0,0.6519268899383539,aggressive
30,74720,103070,2,2,0,-0.3794164882226981,conservative
64,165639,20376,2,7,0,0.876985492547045,conservative
64,58190,94738,3,22,0,-0.628080426190067,conservative
37,129833,39530,3,15,0,0.6955319525852441,balanced
25,149492,91158,4,8,0,0.39021486099590613,aggressive
32,102343,77131,1,19,1,0.2463480648407805,conservative
31,70261,62231,1,9,0,0.11428815416803063,conservative
22,143308,84751,1,18,0,0.40860942864320204,conservative
22,136805,21321,4,25,0,0.8441504330982055,aggressive
58,162196,116642,2,18,0,0.28085772768748923,conservative
32,55875,106234,2,7,1,-0.9012796420581656,conservative
32,176307,81410,2,13,1,0.5382486231403177,conservative
58,150164,20281,2,7,1,0.864940997842359,conservative
49,114175,144135,3,22,0,-0.26240420407269544,balanced
34,62334,77555,2,25,1,-0.24418455417589116,conservative
36,121365,52827,2,15,0,0.5647262390310221,conservative
49,130406,71890,3,9,1,0.4487216845850651,balanced
29,35494,114297,4,11,0,-2.2201780582633686,aggressive
48,38218,148849,3,1,1,-2.8947354649641532,balanced
63,157605,96667,3,18,0,0.3866501697281178,conservative
36,85578,124849,4,9,0,-0.4588913038397719,aggressive
40,52693,124499,3,17,0,-1.362723701440419,balanced
26,159724,26121,3,26,0,0.8364616463399364,balanced
63,32494,50972,1,2,0,-0.5686588293223365,conservative
52,50974,103179,4,21,1,-1.024149566445639,aggressive
27,100301,54196,3,2,1,0.459666404123588,balanced
29,98033,22503,2,13,0,0.7704548468372895,conservative
36,170997,122494,2,6,0,0.28364825113890885,conservative
35,157393,23800,1,16,1,0.8487861594861271,conservative
44,105699,123366,1,11,1,-0.16714443845258706,conservative
25,72394,125841,3,18,1,-0.7382794154211675,balanced
63,101702,124696,3,20,1,-0.22609191559654676,conservative
28,170212,84969,3,19,0,0.5008048786219538,balanced
29,157039,100718,3,26,0,0.3586433943160616,balanced
49,48643,111547,1,5,1,-1.293176818863968,conservative
42,179048,125531,3,24,0,0.2988975023457397,balanced
61,128709,59444,3,2,0,0.538151955185729,conservative
31,40319,65076,3,2,1,-0.6140281256975619,balanced
25,57277,45413,4,12,0,0.20713375351362676,aggressive
31,40659,34421,4,23,0,0.15342236651171942,aggressive
54,50440,77575,4,4,1,-0.5379659000793021,balanced
31,170495,132255,3,16,1,0.22428810229038976,balanced
49,119132,71141,2,12,0,0.40283886781049594,conservative
42,75546,32268,4,19,1,0.572869509967437,aggressive
26,106019,144642,3,1,0,-0.36430262500117905,balanced
22,158968,62593,2,7,1,0.6062540888732324,conservative
31,136929,98042,2,24,0,0.28399389464613045,conservative
28,189189,26640,2,11,0,0.859188430617002,conservative
32,50537,101218,3,23,0,-1.0028493974711596,balanced
46,85806,143690,2,9,1,-0.6745915204064984,conservative
25,151805,114957,4,26,1,0.24273245281775963,aggressive
54,41697,96996,3,18,0,-1.3262105187423556,balanced
40,135953,102969,1,11,0,0.24261325605172376,conservative
43,145043,142400,2,9,0,0.018222182387292046,conservative
57,34755,17207,3,6,1,0.5049057689541073,conservative
40,129371,57274,1,17,0,0.5572887277674285,conservative
22,129892,113435,4,29,1,0.12669756413020047,aggressive
28,103962,59365,4,25,1,0.42897404820992285,aggressive
30,179439,144726,4,22,1,0.19345292829318042,aggressive
36,47193,87910,1,11,0,-0.8627762591909817,conservative
21,187862,148949,1,8,1,0.2071360892570078,conservative
46,180620,97650,3,19,0,0.4593621968774222,balanced
48,81062,109862,1,4,1,-0.35528361007623793,conservative
32,116021,128575,4,25,1,-0.10820454917644219,aggressive
58,54998,140105,1,27,0,-1.5474562711371322,conservative
64,196314,41539,2,5,0,0.7884053098607333,conservative
53,71659,31105,1,1,1,0.5659303088237346,conservative
26,163103,28342,3,13,0,0.82623250338743,balanced
48,88196,38052,1,17,0,0.5685518617624382,conservative
52,199776,71348,1,19,0,0.642860003203588,conservative
28,121876,143072,1,13,0,-0.1739144704453707,conservative
57,176705,39403,1,21,0,0.7770125350159871,conservative
26,97256,95936,2,2,1,0.013572427408077651,conservative
26,69761,108632,4,21,1,-0.5572024483593985,aggressive
31,59270,67949,2,16,0,-0.14643158427535008,conservative
61,93510,17446,2,22,1,0.8134317185327773,conservative
37,180112,116735,3,28,1,0.3518754996890823,balanced
43,90615,53417,1,1,1,0.41050598686751644,conservative
40,161742,64250,4,16,1,0.6027624241075292,aggressive
63,182013,148749,1,19,1,0.1827561767566053,conservative
52,143625,89194,3,8,1,0.37897998259355964,balanced
42,112125,75876,3,15,1,0.32329096989966555,balanced
58,131730,11629,4,28,1,0.9117209443558795,aggressive
26,83276,82156,1,25,0,0.013449253086123252,conservative
56,151255,11618,3,24,1,0.9231893160556676,conservative
43,126509,48958,4,1,1,0.6130077701981678,balanced
62,54637,20524,1,15,1,0.6243571206325383,conservative
38,103034,128543,1,13,1,-0.24757846924316246,conservative
47,34023,10312,1,20,0,0.6969109132057726,conservative
28,69393,113180,1,10,0,-0.6310002449814823,conservative
47,167385,34074,1,2,1,0.7964333721659647,conservative
55,167734,108607,1,11,0,0.35250456079268366,conservative
30,169108,57299,2,15,0,0.6611691936513944,conservative
47,76975,65127,2,27,1,0.15392010392984734,conservative
30,115496,125463,1,18,0,-0.08629736094756528,conservative
38,123478,121971,3,18,0,0.012204603249161793,balanced
43,82629,112455,4,3,0,-0.3609628580764623,balanced
22,156997,134104,2,17,1,0.1458180729568081,conservative
21,117227,65411,3,18,0,0.44201421174302846,balanced
61,176373,95171,1,12,0,0.4603992674615729,conservative
35,130510,101235,2,19,0,0.22431231323270248,conservative
39,146874,81632,3,12,1,0.4442038754306412,balanced
28,72444,16022,2,18,0,0.7788360664789354,conservative
24,130387,40674,2,12,0,0.6880517229478399,conservative
36,91307,59459,4,6,1,0.348801296724238,balanced
57,137929,111729,4,29,1,0.1899528018038266,aggressive
40,189643,47705,4,8,0,0.7484484004155175,aggressive
58,88713,148634,2,20,1,-0.6754477923190513,conservative
30,134344,67407,2,13,0,0.49825075924492346,conservative
24,182579,27449,2,19,0,0.8496595994062844,conservative
40,155399,82887,4,25,0,0.4666181893062375,aggressive
55,117733,83459,1,20,1,0.291116339513985,conservative
64,73758,135454,4,29,1,-0.8364651969955802,aggressive
58,35615,83125,1,24,0,-1.3339884879966306,conservative
61,156875,94100,1,27,1,0.4001593625498008,conservative
40,119326,39618,2,9,1,0.6679851834470275,conservative
34,77026,14963,3,22,0,0.8057409186508452,balanced
64,35322,136533,1,8,0,-2.8653813487344997,conservative
46,113955,107301,4,12,1,0.058391470317230486,aggressive
59,196790,135547,4,8,0,0.31120991920321156,aggressive
38,54869,116247,4,2,1,-1.1186280048843609,balanced
22,82865,53292,3,21,0,0.3568816750135763,balanced
61,148061,82727,4,21,1,0.44126407359129005,aggressive
54,190964,128431,4,27,0,0.32745962589807504,aggressive
41,140072,48537,3,8,1,0.6534853503912273,balanced
24,115420,119641,4,11,0,-0.03657078495927915,aggressive
24,42421,149859,3,10,0,-2.5326607104971592,balanced
21,183331,75436,3,20,1,0.5885256721449182,balanced
33,81960,16629,3,8,1,0.797108345534407,balanced
61,170908,119705,2,19,1,0.29959393357829944,conservative
30,181003,37573,3,20,0,0.7924178052297476,balanced
58,54553,122570,3,13,0,-1.2468058585229043,conservative
26,196131,69835,3,13,1,0.6439369605008897,balanced
64,33889,37529,4,29,1,-0.10740948390333147,aggressive
53,72798,107963,4,14,1,-0.4830489848622215,aggressive
36,133218,55810,2,3,1,0.5810626191655782,conservative
25,62913,37225,4,20,0,0.40830988825838854,aggressive
30,30607,111457,4,4,1,-2.641552586009736,balanced
47,176349,20597,4,6,0,0.8832031936671033,balanced
26,54681,65304,1,3,1,-0.19427223349975312,conservative
26,123860,16103,1,7,0,0.8699903116421767,conservative
43,131560,140731,3,21,1,-0.06970963818789906,balanced
56,101868,125957,2,29,0,-0.2364726901480347,conservative
34,140352,50535,3,28,0,0.6399410054719562,balanced
26,89920,46339,1,6,1,0.4846641459074733,conservative
51,164073,97975,4,22,1,0.4028572647541034,aggressive
40,163860,124774,4,9,0,0.23853289393384597,aggressive
33,94237,141375,3,11,0,-0.5002069250931163,balanced
37,182771,104524,4,5,1,0.4281149635336022,balanced
40,42681,56394,3,1,1,-0.32129050397132214,balanced
33,53243,64107,2,17,0,-0.20404560223879195,conservative
24,48819,124155,2,28,1,-1.5431696675474713,conservative
38,181334,127520,4,18,1,0.2967672912967232,aggressive
46,65219,31196,1,8,1,0.5216731320627425,conservative
36,80270,81149,2,28,0,-0.01095054192101657,conservative
49,68970,27708,2,24,0,0.5982601130926489,conservative
46,126376,72104,3,3,1,0.4294486294866114,balanced
56,59915,69343,2,19,1,-0.15735625469415004,conservative
23,183087,131648,1,21,1,0.28095386346381773,conservative
42,105946,70501,3,29,0,0.33455722726672077,balanced
39,179287,84382,4,11,1,0.529346801497041,aggressive
37,46865,110840,4,18,0,-1.3650912194601514,aggressive
23,175632,93611,3,23,0,0.467004873827093,balanced
46,157362,103747,4,12,0,0.3407112263443525,aggressive
46,105438,127028,4,12,1,-0.20476488552514274,aggressive
58,40314,12082,2,8,1,0.700302624398472,conservative
50,114216,90255,2,26,0,0.20978671989913847,conservative
45,38100,23865,1,21,1,0.3736220472440945,conservative
37,183942,110255,1,15,1,0.40059910189081344,conservative
34,163235,15529,2,16,1,0.9048672159769657,conservative
58,181426,145582,3,12,0,0.1975681545092765,conservative
26,198742,96805,1,22,0,0.5129112115204637,conservative
25,138755,15713,4,19,1,0.8867572339735506,aggressive
43,149076,74515,3,14,1,0.5001542837210551,balanced
62,65449,24838,3,12,1,0.6204984033369494,conservative
28,36995,136450,2,8,0,-2.6883362616569806,conservative
59,88089,70113,4,27,0,0.20406634199502777,aggressive
54,154145,53961,4,6,1,0.6499335041681533,balanced
36,175820,43989,2,23,1,0.7498066204072347,conservative
63,120152,16573,1,22,0,0.8620663825820627,conservative
61,85005,23073,3,27,1,0.7285689077113111,conservative
28,152151,130607,1,4,0,0.1415961774815808,conservative
50,74686,11899,3,26,1,0.8406796454489462,balanced
45,40056,101910,4,14,0,-1.5441881366087478,aggressive
26,119477,103538,2,22,0,0.13340642968939628,conservative
31,177179,97513,4,19,1,0.4496356791719109,aggressive
39,42146,26642,1,7,0,0.36786409149148197,conservative
48,74121,34972,3,19,1,0.5281768999338918,balanced
63,132331,91194,4,29,1,0.3108644233021741,aggressive
28,193099,120721,4,18,0,0.3748232771790636,aggressive
41,87442,56146,3,22,1,0.35790581185242787,balanced
38,87426,61087,3,11,1,0.30127193283462583,balanced
47,94064,38540,1,27,0,0.5902789590066337,conservative
30,63726,53942,2,24,1,0.15353231020305683,conservative
24,51958,32675,3,14,0,0.37112667924092535,balanced
64,114255,24292,4,14,1,0.787387860487506,aggressive
58,53367,28443,2,16,1,0.4670301871943336,conservative
31,105352,98305,2,23,0,0.06689004480218695,conservative
54,181369,41227,4,18,0,0.7726899304732341,aggressive
36,63528,74263,2,10,0,-0.16898060697645134,conservative
29,131729,76381,4,25,0,0.42016564310060805,aggressive
27,177309,134384,2,2,0,0.24209148999768765,conservative
56,112025,20365,1,6,0,0.8182102209328275,conservative
42,59177,67698,4,12,1,-0.14399175355290061,aggressive
29,64815,85516,2,1,1,-0.3193859446115868,conservative
26,157554,21731,2,17,1,0.8620726861901317,conservative
59,194100,145227,1,19,1,0.25179289026275115,conservative
42,150731,134790,1,6,0,0.10575793964081709,conservative
56,51129,79556,2,21,1,-0.5559858397387002,conservative
37,66711,13021,2,6,1,0.8048147981592241,conservative
47,122899,39994,3,7,1,0.6745783122726792,balanced
42,104488,46076,4,5,1,0.5590307020901921,balanced
45,159587,52108,3,21,1,0.6734821758664553,balanced
38,114027,130086,2,19,1,-0.14083506537925228,conservative
51,101023,49290,4,29,1,0.5120913059402314,aggressive
49,152972,57397,2,8,0,0.6247875428182935,conservative
57,80472,54088,4,17,1,0.32786559300129237,aggressive
53,57102,67112,1,25,0,-0.17530033974291617,conservative
24,45949,141605,4,16,0,-2.081786328320529,aggressive
60,194890,92473,2,14,1,0.5255118271845657,conservative
43,182445,48227,3,18,0,0.7356628024884212,balanced
37,137178,79670,3,29,0,0.41922174109551097,balanced
35,85211,97107,2,24,0,-0.13960638884651042,conservative
23,51196,59443,2,27,1,-0.16108680365653566,conservative
32,82042,38515,1,22,0,0.5305453304405061,conservative
42,152461,148659,3,10,1,0.024937525006395077,balanced
49,196520,142201,4,4,0,0.2764044372074089,balanced
61,113895,13362,1,23,1,0.8826814170946925,conservative
43,173605,33956,3,5,0,0.8044065551107399,balanced
63,105185,115012,2,24,1,-0.09342586870751533,conservative
28,32854,60285,2,1,1,-0.8349363852194558,conservative
58,90652,11349,1,14,1,0.8748069540660989,conservative
43,182122,101688,1,22,0,0.441649004513458,conservative
40,87162,97133,4,26,0,-0.11439618182235378,aggressive
43,165805,33885,2,5,0,0.7956334248062483,conservative
33,125042,91357,2,5,0,0.2693894851329953,conservative
40,199851,146637,2,13,0,0.26626836993560205,conservative
29,43795,28651,3,2,0,0.34579289873273206,balanced
60,167856,116469,1,2,1,0.3061374034887046,conservative
26,141888,98749,3,20,0,0.30403557735678843,balanced
29,88605,37461,4,11,0,0.5772134755374979,aggressive
46,113660,100974,1,12,1,0.11161358437445011,conservative
56,178367,57604,1,25,0,0.6770478844180818,conservative
52,115659,87632,2,1,0,0.24232441919781428,conservative
55,135167,42318,2,19,0,0.6869206241168333,conservative
63,102069,81898,2,24,1,0.1976212170198591,conservative
57,47076,82730,1,5,0,-0.7573710595632595,conservative
25,71362,149914,2,23,0,-1.100753902637258,conservative
25,92729,110569,1,14,0,-0.1923885731540295,conservative
40,101769,14502,3,20,0,0.8575008106594346,balanced
47,152823,34426,1,23,0,0.774732860891358,conservative
54,125869,115468,4,22,0,0.08263353168770705,aggressive
29,53883,121680,1,20,1,-1.258226156672791,conservative
39,64344,141985,2,1,1,-1.2066548551535496,conservative
38,125077,70811,1,15,0,0.4338607417830616,conservative
26,44313,141518,2,26,0,-2.1936000722135716,conservative
52,91785,91181,3,21,0,0.006580595957945198,balanced
63,163009,37894,3,2,0,0.7675343079216485,conservative
39,74912,135426,4,15,0,-0.8078011533532679,aggressive
34,154092,149266,1,10,0,0.031318952314201905,conservative
63,56411,13971,4,10,0,0.7523355373951889,aggressive
28,99852,92884,3,11,1,0.06978327925329487,balanced
59,104066,15559,1,24,1,0.8504891126784925,conservative
24,66266,101625,3,21,1,-0.5335918872423264,balanced
29,54150,75374,4,2,1,-0.3919482917820868,balanced
56,175766,108127,4,12,1,0.38482414118771546,aggressive
59,107224,116286,2,3,1,-0.08451466089681414,conservative
23,118769,99987,4,27,1,0.15813890830098762,aggressive
38,60741,19699,4,25,0,0.6756885793780149,aggressive
24,58954,93769,3,5,1,-0.5905451708111409,balanced
25,109621,23879,4,27,0,0.7821676503589641,aggressive
33,196492,43569,3,19,0,0.778265781813,balanced
52,193704,149072,2,11,1,0.23041341428158427,conservative
38,140317,19688,1,8,0,0.8596891324643486,conservative
44,40796,113699,4,26,1,-1.7870134326894793,aggressive
47,41829,42032,1,14,0,-0.004853092352195845,conservative
35,186252,99065,2,2,1,0.4681130940875803,conservative
29,68690,114062,4,28,0,-0.6605328286504586,aggressive
44,121584,54181,2,21,0,0.5543739307803658,conservative
53,115514,25506,4,13,0,0.7791955953390931,aggressive
41,140541,85961,3,16,1,0.38835642268092585,balanced
43,97891,118985,2,16,1,-0.21548456957227938,conservative
40,135364,36771,4,17,0,0.7283546585502793,aggressive
33,99588,28274,3,15,1,0.7160902920030526,balanced
62,67926,43843,1,25,1,0.3545475959131997,conservative
31,79414,53842,1,29,0,0.3220087138287959,conservative
36,155292,97866,2,12,0,0.3697936790047137,conservative
61,62219,106662,4,12,0,-0.71429949050933,aggressive
24,143381,35169,3,9,1,0.7547164547603936,balanced
59,59530,27419,1,22,1,0.5394087014950445,conservative
53,40340,65125,4,26,1,-0.6144025780862667,aggressive
56,186011,81546,4,23,0,0.5616065716543646,aggressive
45,167433,123083,3,2,1,0.2648820722318778,balanced
22,88918,96879,4,25,1,-0.08953192829348389,aggressive
62,136608,50593,4,8,1,0.6296483368470368,aggressive
63,73822,119558,1,20,0,-0.6195443092844951,conservative
37,147062,124548,1,13,1,0.15309189321510655,conservative
40,155081,89805,1,28,0,0.4209155215661493,conservative
24,152426,148694,4,16,0,0.02448401191397793,aggressive
46,146067,136799,4,23,0,0.06345033443556725,aggressive
64,148103,28490,1,25,0,0.8076338764238402,conservative
36,84169,135271,4,10,0,-0.6071356437643313,aggressive
24,128820,123462,3,25,1,0.0415929203539823,balanced
47,165155,149515,2,11,1,0.09469891919711786,conservative
33,72739,121076,4,29,0,-0.6645265950865423,aggressive
33,70952,30735,3,20,0,0.5668198218513925,balanced
42,50246,16683,4,15,0,0.6679735700354257,aggressive
45,114946,110522,3,12,1,0.03848763767334226,balanced
42,33918,135581,2,20,1,-2.997317058788844,conservative
56,191496,118758,4,3,1,0.3798408321844843,conservative
30,30857,14864,4,28,0,0.5182940661762323,aggressive
25,108280,51045,3,12,0,0.5285833025489471,balanced
51,108030,35784,3,22,0,0.6687586781449597,balanced
41,109354,136701,1,8,1,-0.25007772920972254,conservative
34,129863,101672,4,1,0,0.2170826178357192,balanced
36,182605,129906,4,6,1,0.2885956025300512,balanced
46,100826,83332,3,15,0,0.17350683355483704,balanced
54,129275,52347,1,20,1,0.5950725198220848,conservative
55,147752,85351,4,10,1,0.42233607666901296,aggressive
25,60643,32888,3,19,0,0.45767854492686705,balanced
34,68666,50212,3,5,0,0.26875018204060236,balanced
39,63293,116275,1,27,1,-0.837090989524908,conservative
42,136490,37343,1,10,1,0.7264048648252619,conservative
23,84484,73210,2,28,1,0.13344538610861229,conservative
36,175271,133576,1,22,0,0.23788875512777355,conservative
40,149133,16994,4,19,0,0.8860480242468133,aggressive
29,195681,40171,4,3,1,0.7947118013501566,balanced
40,99003,74715,3,15,1,0.2453258992151753,balanced
22,80372,36391,1,8,1,0.547217936594834,conservative
26,72887,92626,4,18,1,-0.27081646932923564,aggressive
32,37110,87927,4,4,1,-1.3693613581244948,balanced
60,100311,55857,4,23,0,0.4431617669049257,aggressive
35,122919,123056,1,11,0,-0.0011145551135300481,conservative
48,121080,145798,2,20,0,-0.20414601916088537,conservative
37,84990,116964,2,22,0,-0.37620896576067775,conservative
52,42934,40428,1,7,1,0.05836865887175665,conservative
48,183136,116419,2,3,0,0.3643030316267692,conservative
42,61768,93346,1,11,1,-0.5112355912446575,conservative
28,59796,12756,2,7,1,0.7866746939594622,conservative
58,181219,46084,1,17,1,0.745699954199063,conservative
22,172707,94248,2,7,1,0.45428963504663966,conservative
49,157190,65258,3,16,1,0.5848463642725364,balanced
40,54663,142084,3,13,0,-1.5992719023836965,balanced
52,183090,44610,2,12,0,0.7563493363919384,conservative
50,149499,72863,2,14,1,0.5126188135037693,conservative
37,71983,54702,4,26,1,0.24007057221844047,aggressive
61,43522,16540,1,2,1,0.6199623179081843,conservative
61,132767,141869,1,16,1,-0.0685561924273351,conservative
61,196330,97548,4,8,0,0.5031426679570111,aggressive
34,185984,139782,4,6,1,0.24841921885753612,balanced
33,116367,138154,2,9,1,-0.18722661923053788,conservative
26,146952,62124,3,15,0,0.5772497141923894,balanced
59,148709,23378,2,1,1,0.8427936439623694,conservative
44,151358,120026,4,20,0,0.20700590652624903,aggressive
64,90251,55407,4,29,1,0.38607882461136167,aggressive
62,82035,54284,4,27,0,0.3382824404217712,aggressive
60,86201,94988,1,8,1,-0.1019361724341945,conservative
33,126616,60527,2,27,0,0.5219640487774057,conservative
32,168634,131196,4,3,1,0.22200742436282125,balanced
34,92152,123435,2,25,0,-0.33947174233874466,conservative
23,122844,37139,1,3,1,0.6976734720458467,conservative
27,99232,71981,2,22,1,0.2746190744920993,conservative
37,149306,72680,1,13,0,0.5132144722918034,conservative
34,77497,72364,1,22,1,0.06623482199310941,conservative
64,48675,70681,3,15,0,-0.452100667693888,conservative
45,151467,89608,2,22,1,0.4083991892623476,conservative
36,95139,134928,3,11,1,-0.4182196575536846,balanced
57,68630,149689,4,13,0,-1.1811015590849483,aggressive
58,115923,61731,2,12,1,0.4674827256023395,conservative
50,149068,83786,3,19,0,0.43793436552445864,balanced
24,179191,37692,1,18,0,0.789654614350051,conservative
21,40853,11125,3,18,0,0.7276821775634592,balanced
61,137506,144455,1,23,1,-0.05053597661192966,conservative
57,151643,58108,4,25,0,0.6168105352703389,aggressive
36,53467,14940,2,18,0,0.7205753081339892,conservative
62,70729,51125,4,26,0,0.27717060894399753,aggressive
59,62686,10518,4,15,1,0.8322113390549724,aggressive
26,114941,37479,3,10,1,0.6739283632472312,balanced
46,72644,96006,3,2,0,-0.32159572710753814,balanced
27,92090,108410,4,6,0,-0.17721793897274404,balanced
54,81411,39868,3,3,1,0.5102873076119935,balanced
50,104170,126677,3,7,1,-0.21606028607084574,balanced
42,93455,45517,2,5,0,0.5129527580118773,conservative
32,119159,72417,1,4,0,0.39226579612114904,conservative
53,186966,10875,1,25,1,0.9418343442123167,conservative
